time (s),Pressure (psi),Rate (bpm)
4193,3658.32,0
4194,3657.99,0
4195,3657.73,0
4196,3657.39,0
4197,3657.09,0
4198,3656.76,0
4199,3656.52,0
4200,3656.28,0
4201,3655.86,0
4202,3655.54,0
4203,3655.25,0
4204,3654.97,0
4205,3654.66,0
4206,3654.35,0
4207,3654.07,0
4208,3653.77,0
4209,3653.46,0
4210,3653.17,0
4211,3652.89,0
4212,3652.6,0
4213,3652.32,0
4214,3651.95,0
4215,3651.58,0
4216,3651.24,0
4217,3650.93,0
4218,3650.57,0
4219,3650.12,0
4220,3649.73,0
4221,3649.35,0
4222,3648.95,0
4223,3648.57,0
4224,3648.28,0
4225,3647.97,0
4226,3647.66,0
4227,3647.27,0
4228,3647.01,0
4229,3646.78,0
4230,3646.5,0
4231,3646.23,0
4232,3645.88,0
4233,3645.74,0
4234,3645.35,0
4235,3645.07,0
4236,3644.8,0
4237,3644.54,0
4238,3644.35,0
4239,3644.11,0
4240,3643.87,0
4241,3643.55,0
4242,3643.25,0
4243,3642.95,0
4244,3642.57,0
4245,3642.2,0
4246,3641.84,0
4247,3641.48,0
4248,3641.14,0
4249,3640.87,0
4250,3640.61,0
4251,3640.28,0
4252,3639.95,0
4253,3639.63,0
4254,3639.1,0
4255,3638.85,0
4256,3638.52,0
4257,3638.18,0
4258,3637.83,0
4259,3637.54,0
4260,3637.31,0
4261,3637.1,0
4262,3636.75,0
4263,3636.47,0
4264,3636.23,0
4265,3635.96,0
4266,3635.72,0
4267,3635.41,0
4268,3635.14,0
4269,3634.86,0
4270,3634.58,0
4271,3634.29,0
4272,3634.05,0
4273,3633.78,0
4274,3633.51,0
4275,3633.26,0
4276,3632.84,0
4277,3632.52,0
4278,3632.15,0
4279,3631.79,0
4280,3631.49,0
4281,3631.16,0
4282,3630.8,0
4283,3630.47,0
4284,3630.1,0
4285,3629.78,0
4286,3629.5,0
4287,3629.32,0
4288,3629.02,0
4289,3628.68,0
4290,3628.48,0
4291,3628.14,0
4292,3627.89,0
4293,3627.58,0
4294,3627.25,0
4295,3626.96,0
4296,3626.69,0
4297,3626.44,0
4298,3626.24,0
4299,3625.98,0
4300,3625.73,0
4301,3625.45,0
4302,3625.12,0
4303,3624.85,0
4304,3624.52,0
4305,3624.2,0
4306,3623.86,0
4307,3623.52,0
4308,3623.15,0
4309,3622.83,0
4310,3622.55,0
4311,3622.21,0
4312,3621.84,0
4313,3621.46,0
4314,3621.16,0
4315,3620.86,0
4316,3620.58,0
4317,3620.32,0
4318,3620.08,0
4319,3619.7,0
4320,3619.39,0
4321,3619,0
4322,3618.7,0
4323,3618.3,0
4324,3618.15,0
4325,3618.05,0
4326,3617.8,0
4327,3617.51,0
4328,3617.17,0
4329,3616.89,0
4330,3616.63,0
4331,3616.36,0
4332,3616.08,0
4333,3615.79,0
4334,3615.52,0
4335,3615.26,0
4336,3615.02,0
4337,3614.77,0
4338,3614.51,0
4339,3614.14,0
4340,3613.85,0
4341,3613.55,0
4342,3613.31,0
4343,3612.98,0
4344,3612.65,0
4345,3612.29,0
4346,3611.98,0
4347,3611.67,0
4348,3611.3,0
4349,3610.92,0
4350,3610.68,0
4351,3610.39,0
4352,3610.01,0
4353,3609.7,0
4354,3609.34,0
4355,3608.99,0
4356,3608.73,0
4357,3608.46,0
4358,3608.18,0
4359,3607.93,0
4360,3607.67,0
4361,3607.42,0
4362,3607.2,0
4363,3606.94,0
4364,3606.78,0
4365,3606.58,0
4366,3606.35,0
4367,3606.12,0
4368,3605.89,0
4369,3605.68,0
4370,3605.38,0
4371,3605.01,0
4372,3604.66,0
4373,3604.33,0
4374,3603.95,0
4375,3603.61,0
4376,3603.28,0
4377,3602.96,0
4378,3602.61,0
4379,3602.31,0
4380,3601.94,0
4381,3601.57,0
4382,3601.08,0
4383,3600.82,0
4384,3600.55,0
4385,3600.34,0
4386,3599.93,0
4387,3599.67,0
4388,3599.44,0
4389,3599.28,0
4390,3599.09,0
4391,3598.89,0
4392,3598.66,0
4393,3598.35,0
4394,3598.05,0
4395,3597.83,0
4396,3597.68,0
4397,3597.34,0
4398,3597.19,0
4399,3596.89,0
4400,3596.55,0
4401,3596.16,0
4402,3595.79,0
4403,3595.43,0
4404,3595.22,0
4405,3594.82,0
4406,3594.5,0
4407,3594.27,0
4408,3594.04,0
4409,3593.74,0
4410,3593.41,0
4411,3593.1,0
4412,3592.81,0
4413,3592.47,0
4414,3592.15,0
4415,3591.76,0
4416,3591.41,0
4417,3591.25,0
4418,3590.91,0
4419,3590.5,0
4420,3590.24,0
4421,3589.94,0
4422,3589.7,0
4423,3589.48,0
4424,3589.13,0
4425,3588.88,0
4426,3588.66,0
4427,3588.43,0
4428,3588.17,0
4429,3587.84,0
4430,3587.53,0
4431,3587.24,0
4432,3586.96,0
4433,3586.72,0
4434,3586.46,0
4435,3586.23,0
4436,3585.94,0
4437,3585.63,0
4438,3585.37,0
4439,3584.94,0
4440,3584.65,0
4441,3584.37,0
4442,3584.05,0
4443,3583.68,0
4444,3583.27,0
4445,3582.93,0
4446,3582.59,0
4447,3582.32,0
4448,3582.04,0
4449,3581.78,0
4450,3581.58,0
4451,3581.31,0
4452,3581.08,0
4453,3580.83,0
4454,3580.58,0
4455,3580.35,0
4456,3580.16,0
4457,3579.87,0
4458,3579.6,0
4459,3579.39,0
4460,3579.11,0
4461,3578.98,0
4462,3578.69,0
4463,3578.43,0
4464,3578.15,0
4465,3577.85,0
4466,3577.54,0
4467,3577.21,0
4468,3576.88,0
4469,3576.51,0
4470,3576.07,0
4471,3575.71,0
4472,3575.38,0
4473,3575.06,0
4474,3574.73,0
4475,3574.42,0
4476,3574.15,0
4477,3573.83,0
4478,3573.43,0
4479,3573.15,0
4480,3573.01,0
4481,3572.85,0
4482,3572.44,0
4483,3572.14,0
4484,3571.84,0
4485,3571.56,0
4486,3571.38,0
4487,3571.2,0
4488,3571.1,0
4489,3570.83,0
4490,3570.58,0
4491,3570.31,0
4492,3570.05,0
4493,3569.74,0
4494,3569.41,0
4495,3569.08,0
4496,3568.75,0
4497,3568.43,0
4498,3568.11,0
4499,3567.81,0
4500,3567.49,0
4501,3567.14,0
4502,3566.83,0
4503,3566.48,0
4504,3566.18,0
4505,3565.83,0
4506,3565.56,0
4507,3565.28,0
4508,3564.93,0
4509,3564.58,0
4510,3564.35,0
4511,3564.05,0
4512,3563.75,0
4513,3563.48,0
4514,3563.17,0
4515,3562.83,0
4516,3562.54,0
4517,3562.31,0
4518,3562.06,0
4519,3561.97,0
4520,3561.82,0
4521,3561.6,0
4522,3561.37,0
4523,3561.04,0
4524,3560.76,0
4525,3560.5,0
4526,3560.27,0
4527,3560.03,0
4528,3559.81,0
4529,3559.55,0
4530,3559.27,0
4531,3558.93,0
4532,3558.53,0
4533,3558.14,0
4534,3557.85,0
4535,3557.54,0
4536,3557.24,0
4537,3556.82,0
4538,3556.46,0
4539,3556.16,0
4540,3555.9,0
4541,3555.64,0
4542,3555.37,0
4543,3555.02,0
4544,3554.75,0
4545,3554.55,0
4546,3554.3,0
4547,3554,0
4548,3553.69,0
4549,3553.44,0
4550,3553.14,0
4551,3552.94,0
4552,3552.72,0
4553,3552.46,0
4554,3552.25,0
4555,3552.06,0
4556,3551.88,0
4557,3551.67,0
4558,3551.46,0
4559,3551.22,0
4560,3550.94,0
4561,3550.59,0
4562,3550.26,0
4563,3549.95,0
4564,3549.56,0
4565,3549.15,0
4566,3548.83,0
4567,3548.48,0
4568,3548.15,0
4569,3547.8,0
4570,3547.55,0
4571,3547.33,0
4572,3547.11,0
4573,3546.89,0
4574,3546.6,0
4575,3546.39,0
4576,3546.11,0
4577,3545.78,0
4578,3545.55,0
4579,3545.34,0
4580,3545.08,0
4581,3544.81,0
4582,3544.5,0
4583,3544.24,0
4584,3544.06,0
4585,3543.82,0
4586,3543.69,0
4587,3543.42,0
4588,3543.24,0
4589,3543.02,0
4590,3542.85,0
4591,3542.57,0
4592,3542.27,0
4593,3541.96,0
4594,3541.65,0
4595,3541.34,0
4596,3541.04,0
4597,3540.7,0
4598,3540.38,0
4599,3540.1,0
4600,3539.83,0
4601,3539.55,0
4602,3539.3,0
4603,3539,0
4604,3538.74,0
4605,3538.48,0
4606,3538.32,0
4607,3537.95,0
4608,3537.77,0
4609,3537.53,0
4610,3537.17,0
4611,3536.9,0
4612,3536.57,0
4613,3536.31,0
4614,3536.07,0
4615,3535.77,0
4616,3535.52,0
4617,3535.3,0
4618,3535.08,0
4619,3534.83,0
4620,3534.56,0
4621,3534.28,0
4622,3534.04,0
4623,3533.82,0
4624,3533.58,0
4625,3533.31,0
4626,3532.92,0
4627,3532.67,0
4628,3532.38,0
4629,3532.12,0
4630,3531.84,0
4631,3531.53,0
4632,3531.26,0
4633,3530.96,0
4634,3530.63,0
4635,3530.34,0
4636,3530.11,0
4637,3529.83,0
4638,3529.44,0
4639,3529.06,0
4640,3528.75,0
4641,3528.57,0
4642,3528.37,0
4643,3528.12,0
4644,3527.86,0
4645,3527.68,0
4646,3527.56,0
4647,3527.43,0
4648,3527.23,0
4649,3527,0
4650,3526.77,0
4651,3526.54,0
4652,3526.31,0
4653,3526.09,0
4654,3525.9,0
4655,3525.65,0
4656,3525.32,0
4657,3525.01,0
4658,3524.74,0
4659,3524.44,0
4660,3524.11,0
4661,3523.75,0
4662,3523.4,0
4663,3523.02,0
4664,3522.73,0
4665,3522.4,0
4666,3522.1,0
4667,3521.71,0
4668,3521.17,0
4669,3520.87,0
4670,3520.71,0
4671,3520.47,0
4672,3520.19,0
4673,3519.88,0
4674,3519.63,0
4675,3519.42,0
4676,3519.25,0
4677,3519.15,0
4678,3518.87,0
4679,3518.63,0
4680,3518.43,0
4681,3518.24,0
4682,3518.07,0
4683,3517.86,0
4684,3517.65,0
4685,3517.4,0
4686,3517.11,0
4687,3516.79,0
4688,3516.53,0
4689,3516.31,0
4690,3515.95,0
4691,3515.65,0
4692,3515.33,0
4693,3515.02,0
4694,3514.72,0
4695,3514.39,0
4696,3513.97,0
4697,3513.62,0
4698,3513.28,0
4699,3513.07,0
4700,3512.74,0
4701,3512.39,0
4702,3512.13,0
4703,3511.87,0
4704,3511.66,0
4705,3511.39,0
4706,3511.24,0
4707,3511.1,0
4708,3510.97,0
4709,3510.75,0
4710,3510.5,0
4711,3510.24,0
4712,3510.03,0
4713,3509.84,0
4714,3509.64,0
4715,3509.43,0
4716,3509.23,0
4717,3509.01,0
4718,3508.73,0
4719,3508.41,0
4720,3508.01,0
4721,3507.72,0
4722,3507.43,0
4723,3507.13,0
4724,3506.77,0
4725,3506.57,0
4726,3506.36,0
4727,3505.93,0
4728,3505.58,0
4729,3505.22,0
4730,3504.99,0
4731,3504.82,0
4732,3504.53,0
4733,3504.33,0
4734,3504.06,0
4735,3503.79,0
4736,3503.46,0
4737,3503.24,0
4738,3503.02,0
4739,3502.82,0
4740,3502.66,0
4741,3502.43,0
4742,3502.29,0
4743,3502.09,0
4744,3501.83,0
4745,3501.6,0
4746,3501.32,0
4747,3501.07,0
4748,3500.8,0
4749,3500.54,0
4750,3500.27,0
4751,3499.99,0
4752,3499.71,0
4753,3499.4,0
4754,3499.02,0
4755,3498.75,0
4756,3498.44,0
4757,3498.17,0
4758,3497.89,0
4759,3497.65,0
4760,3497.33,0
4761,3497.05,0
4762,3496.81,0
4763,3496.63,0
4764,3496.35,0
4765,3496.28,0
4766,3496.06,0
4767,3495.82,0
4768,3495.51,0
4769,3495.17,0
4770,3494.72,0
4771,3494.46,0
4772,3494.2,0
4773,3493.94,0
4774,3493.73,0
4775,3493.53,0
4776,3493.32,0
4777,3493.13,0
4778,3492.92,0
4779,3492.75,0
4780,3492.54,0
4781,3492.33,0
4782,3492.09,0
4783,3491.82,0
4784,3491.5,0
4785,3491.22,0
4786,3490.95,0
4787,3490.7,0
4788,3490.48,0
4789,3490.16,0
4790,3489.86,0
4791,3489.62,0
4792,3489.38,0
4793,3489.08,0
4794,3488.63,0
4795,3488.34,0
4796,3487.98,0
4797,3487.73,0
4798,3487.51,0
4799,3487.29,0
4800,3487.1,0
4801,3486.87,0
4802,3486.57,0
4803,3486.35,0
4804,3486.21,0
4805,3485.94,0
4806,3485.8,0
4807,3485.63,0
4808,3485.47,0
4809,3485.26,0
4810,3485.06,0
4811,3484.84,0
4812,3484.63,0
4813,3484.38,0
4814,3484.13,0
4815,3483.76,0
4816,3483.52,0
4817,3483.22,0
4818,3482.89,0
4819,3482.59,0
4820,3482.24,0
4821,3481.87,0
4822,3481.54,0
4823,3481.24,0
4824,3480.95,0
4825,3480.75,0
4826,3480.48,0
4827,3480.26,0
4828,3479.85,0
4829,3479.52,0
4830,3479.28,0
4831,3479.01,0
4832,3478.78,0
4833,3478.57,0
4834,3478.37,0
4835,3478.15,0
4836,3477.95,0
4837,3477.68,0
4838,3477.46,0
4839,3477.23,0
4840,3477,0
4841,3476.81,0
4842,3476.65,0
4843,3476.42,0
4844,3476.15,0
4845,3475.95,0
4846,3475.72,0
4847,3475.46,0
4848,3475.27,0
4849,3475,0
4850,3474.71,0
4851,3474.48,0
4852,3474.17,0
4853,3473.93,0
4854,3473.63,0
4855,3473.34,0
4856,3473.07,0
4857,3472.86,0
4858,3472.52,0
4859,3472.29,0
4860,3472.06,0
4861,3471.84,0
4862,3471.58,0
4863,3471.28,0
4864,3471.03,0
4865,3470.7,0
4866,3470.44,0
4867,3470.22,0
4868,3470.08,0
4869,3469.88,0
4870,3469.65,0
4871,3469.47,0
4872,3469.37,0
4873,3469.2,0
4874,3468.99,0
4875,3468.78,0
4876,3468.54,0
4877,3468.25,0
4878,3467.93,0
4879,3467.7,0
4880,3467.42,0
4881,3467.12,0
4882,3466.89,0
4883,3466.57,0
4884,3466.27,0
4885,3466,0
4886,3465.72,0
4887,3465.48,0
4888,3465.23,0
4889,3464.95,0
4890,3464.62,0
4891,3464.35,0
4892,3464.09,0
4893,3463.77,0
4894,3463.42,0
4895,3463.21,0
4896,3463.07,0
4897,3462.95,0
4898,3462.74,0
4899,3462.5,0
4900,3462.14,0
4901,3462.01,0
4902,3461.77,0
4903,3461.54,0
4904,3461.36,0
4905,3461.17,0
4906,3460.95,0
4907,3460.73,0
4908,3460.48,0
4909,3460.19,0
4910,3459.96,0
4911,3459.72,0
4912,3459.44,0
4913,3459.18,0
4914,3458.94,0
4915,3458.73,0
4916,3458.51,0
4917,3458.24,0
4918,3458.01,0
4919,3457.78,0
4920,3457.53,0
4921,3457.14,0
4922,3456.9,0
4923,3456.59,0
4924,3456.3,0
4925,3456.17,0
4926,3455.98,0
4927,3455.7,0
4928,3455.43,0
4929,3455.17,0
4930,3454.86,0
4931,3454.66,0
4932,3454.42,0
4933,3454.22,0
4934,3454.08,0
4935,3453.93,0
4936,3453.73,0
4937,3453.51,0
4938,3453.26,0
4939,3453,0
4940,3452.63,0
4941,3452.4,0
4942,3452.18,0
4943,3451.91,0
4944,3451.65,0
4945,3451.41,0
4946,3451.16,0
4947,3450.93,0
4948,3450.68,0
4949,3450.49,0
4950,3450.23,0
4951,3449.9,0
4952,3449.57,0
4953,3449.22,0
4954,3448.94,0
4955,3448.7,0
4956,3448.43,0
4957,3448.22,0
4958,3447.98,0
4959,3447.71,0
4960,3447.61,0
4961,3447.51,0
4962,3447.17,0
4963,3447.03,0
4964,3446.83,0
4965,3446.6,0
4966,3446.4,0
4967,3446.15,0
4968,3445.91,0
4969,3445.69,0
4970,3445.41,0
4971,3445.18,0
4972,3444.95,0
4973,3444.78,0
4974,3444.52,0
4975,3444.29,0
4976,3444,0
4977,3443.74,0
4978,3443.5,0
4979,3443.25,0
4980,3443.02,0
4981,3442.71,0
4982,3442.4,0
4983,3442.09,0
4984,3441.79,0
4985,3441.54,0
4986,3441.31,0
4987,3441.15,0
4988,3440.93,0
4989,3440.63,0
4990,3440.43,0
4991,3440.16,0
4992,3439.84,0
4993,3439.67,0
4994,3439.51,0
4995,3439.31,0
4996,3439.05,0
4997,3438.82,0
4998,3438.59,0
4999,3438.46,0
5000,3438.34,0
5001,3438.18,0
5002,3438.02,0
5003,3437.84,0
5004,3437.57,0
5005,3437.38,0
5006,3437.17,0
5007,3436.95,0
5008,3436.71,0
5009,3436.44,0
5010,3436.18,0
5011,3435.82,0
5012,3435.52,0
5013,3435.26,0
5014,3435,0
5015,3434.72,0
5016,3434.46,0
5017,3434.2,0
5018,3434.04,0
5019,3433.83,0
5020,3433.59,0
5021,3433.32,0
5022,3433.19,0
5023,3432.95,0
5024,3432.61,0
5025,3432.35,0
5026,3432.15,0
5027,3431.87,0
5028,3431.63,0
5029,3431.38,0
5030,3431.19,0
5031,3431.01,0
5032,3430.81,0
5033,3430.56,0
5034,3430.37,0
5035,3430.25,0
5036,3430.05,0
5037,3429.85,0
5038,3429.62,0
5039,3429.38,0
5040,3429.16,0
5041,3428.86,0
5042,3428.57,0
5043,3428.28,0
5044,3427.99,0
5045,3427.73,0
5046,3427.47,0
5047,3427.06,0
5048,3426.8,0
5049,3426.58,0
5050,3426.36,0
5051,3426.16,0
5052,3425.99,0
5053,3425.78,0
5054,3425.53,0
5055,3425.24,0
5056,3424.97,0
5057,3424.76,0
5058,3424.61,0
5059,3424.49,0
5060,3424.25,0
5061,3424.06,0
5062,3423.88,0
5063,3423.7,0
5064,3423.5,0
5065,3423.34,0
5066,3423.16,0
5067,3422.94,0
5068,3422.64,0
5069,3422.35,0
5070,3422.1,0
5071,3421.84,0
5072,3421.6,0
5073,3421.35,0
5074,3421.08,0
5075,3420.82,0
5076,3420.62,0
5077,3420.33,0
5078,3420.05,0
5079,3419.79,0
5080,3419.48,0
5081,3419.19,0
5082,3418.86,0
5083,3418.57,0
5084,3418.36,0
5085,3418.3,0
5086,3418.09,0
5087,3417.93,0
5088,3417.7,0
5089,3417.46,0
5090,3417.24,0
5091,3417.03,0
5092,3416.8,0
5093,3416.57,0
5094,3416.41,0
5095,3416.28,0
5096,3416.04,0
5097,3415.94,0
5098,3415.94,0
5099,3415.8,0
5100,3415.57,0
5101,3415.24,0
5102,3415.01,0
5103,3414.72,0
5104,3414.5,0
5105,3414.31,0
5106,3414.08,0
5107,3413.77,0
5108,3413.5,0
5109,3413.19,0
5110,3412.94,0
5111,3412.69,0
5112,3412.4,0
5113,3412.06,0
5114,3411.84,0
5115,3411.65,0
5116,3411.41,0
5117,3411.19,0
5118,3410.95,0
5119,3410.71,0
5120,3410.4,0
5121,3410.09,0
5122,3409.84,0
5123,3409.59,0
5124,3409.42,0
5125,3409.32,0
5126,3409.18,0
5127,3408.98,0
5128,3408.8,0
5129,3408.65,0
5130,3408.45,0
5131,3408.28,0
5132,3408.15,0
5133,3407.96,0
5134,3407.72,0
5135,3407.51,0
5136,3407.27,0
5137,3407.06,0
5138,3406.79,0
5139,3406.54,0
5140,3406.26,0
5141,3405.83,0
5142,3405.54,0
5143,3405.26,0
5144,3404.92,0
5145,3404.68,0
5146,3404.46,0
5147,3404.31,0
5148,3404.11,0
5149,3403.98,0
5150,3403.83,0
5151,3403.64,0
5152,3403.49,0
5153,3403.34,0
5154,3403.18,0
5155,3402.93,0
5156,3402.74,0
5157,3402.53,0
5158,3402.42,0
5159,3402.2,0
5160,3401.98,0
5161,3401.8,0
5162,3401.61,0
5163,3401.32,0
5164,3401.12,0
5165,3400.89,0
5166,3400.61,0
5167,3400.36,0
5168,3400.1,0
5169,3399.82,0
5170,3399.55,0
5171,3399.27,0
5172,3399.04,0
5173,3398.83,0
5174,3398.57,0
5175,3398.25,0
5176,3397.99,0
5177,3397.77,0
5178,3397.58,0
5179,3397.46,0
5180,3397.28,0
5181,3397.01,0
5182,3396.79,0
5183,3396.52,0
5184,3396.27,0
5185,3396.03,0
5186,3395.85,0
5187,3395.64,0
5188,3395.43,0
5189,3395.3,0
5190,3395.14,0
5191,3394.94,0
5192,3394.74,0
5193,3394.53,0
5194,3394.3,0
5195,3394.15,0
5196,3393.95,0
5197,3393.73,0
5198,3393.49,0
5199,3393.25,0
5200,3392.98,0
5201,3392.66,0
5202,3392.35,0
5203,3392.07,0
5204,3391.75,0
5205,3391.47,0
5206,3391.2,0
5207,3390.89,0
5208,3390.66,0
5209,3390.5,0
5210,3390.26,0
5211,3390.04,0
5212,3389.75,0
5213,3389.42,0
5214,3389.25,0
5215,3389.09,0
5216,3388.94,0
5217,3388.78,0
5218,3388.56,0
5219,3388.36,0
5220,3388.15,0
5221,3387.91,0
5222,3387.77,0
5223,3387.59,0
5224,3387.41,0
5225,3387.18,0
5226,3387,0
5227,3386.74,0
5228,3386.54,0
5229,3386.27,0
5230,3386,0
5231,3385.79,0
5232,3385.58,0
5233,3385.35,0
5234,3385.06,0
5235,3384.76,0
5236,3384.5,0
5237,3384.28,0
5238,3384.1,0
5239,3383.91,0
5240,3383.74,0
5241,3383.52,0
5242,3383.35,0
5243,3383.05,0
5244,3382.94,0
5245,3382.72,0
5246,3382.47,0
5247,3382.33,0
5248,3382,0
5249,3381.76,0
5250,3381.48,0
5251,3381.28,0
5252,3381.15,0
5253,3380.96,0
5254,3380.76,0
5255,3380.59,0
5256,3380.35,0
5257,3380.11,0
5258,3379.96,0
5259,3379.74,0
5260,3379.54,0
5261,3379.32,0
5262,3379.1,0
5263,3378.82,0
5264,3378.49,0
5265,3378.18,0
5266,3377.94,0
5267,3377.6,0
5268,3377.34,0
5269,3377.07,0
5270,3376.83,0
5271,3376.6,0
5272,3376.46,0
5273,3376.24,0
5274,3376.01,0
5275,3375.84,0
5276,3375.56,0
5277,3375.33,0
5278,3375.18,0
5279,3375.12,0
5280,3374.95,0
5281,3374.72,0
5282,3374.42,0
5283,3374.23,0
5284,3374.04,0
5285,3373.82,0
5286,3373.64,0
5287,3373.42,0
5288,3373.2,0
5289,3372.97,0
5290,3372.73,0
5291,3372.52,0
5292,3372.25,0
5293,3372.04,0
5294,3371.83,0
5295,3371.63,0
5296,3371.38,0
5297,3371.18,0
5298,3370.97,0
5299,3370.74,0
5300,3370.52,0
5301,3370.31,0
5302,3370.12,0
5303,3369.86,0
5304,3369.63,0
5305,3369.44,0
5306,3369.19,0
5307,3368.89,0
5308,3368.61,0
5309,3368.38,0
5310,3368.17,0
5311,3367.95,0
5312,3367.65,0
5313,3367.37,0
5314,3367.13,0
5315,3367.02,0
5316,3366.88,0
5317,3366.74,0
5318,3366.59,0
5319,3366.42,0
5320,3366.26,0
5321,3366.08,0
5322,3365.91,0
5323,3365.75,0
5324,3365.59,0
5325,3365.32,0
5326,3365.07,0
5327,3364.78,0
5328,3364.53,0
5329,3364.31,0
5330,3364.03,0
5331,3363.73,0
5332,3363.5,0
5333,3363.28,0
5334,3363.15,0
5335,3362.91,0
5336,3362.61,0
5337,3362.34,0
5338,3362.11,0
5339,3361.77,0
5340,3361.5,0
5341,3361.39,0
5342,3361.26,0
5343,3361.11,0
5344,3361.1,0
5345,3360.88,0
5346,3360.69,0
5347,3360.57,0
5348,3360.42,0
5349,3360.17,0
5350,3359.95,0
5351,3359.76,0
5352,3359.54,0
5353,3359.28,0
5354,3359.07,0
5355,3358.9,0
5356,3358.74,0
5357,3358.36,0
5358,3358.09,0
5359,3357.88,0
5360,3357.66,0
5361,3357.37,0
5362,3357.09,0
5363,3356.79,0
5364,3356.54,0
5365,3356.27,0
5366,3356.02,0
5367,3355.76,0
5368,3355.56,0
5369,3355.41,0
5370,3355.21,0
5371,3355.03,0
5372,3354.88,0
5373,3354.58,0
5374,3354.4,0
5375,3354.26,0
5376,3354.04,0
5377,3353.87,0
5378,3353.71,0
5379,3353.57,0
5380,3353.4,0
5381,3353.16,0
5382,3352.95,0
5383,3352.8,0
5384,3352.59,0
5385,3352.36,0
5386,3352.13,0
5387,3351.91,0
5388,3351.7,0
5389,3351.41,0
5390,3351.13,0
5391,3350.97,0
5392,3350.76,0
5393,3350.52,0
5394,3350.26,0
5395,3350.06,0
5396,3349.85,0
5397,3349.67,0
5398,3349.44,0
5399,3349.2,0
5400,3349.01,0
5401,3348.79,0
5402,3348.51,0
5403,3348.31,0
5404,3348.11,0
5405,3347.96,0
5406,3347.76,0
5407,3347.49,0
5408,3347.28,0
5409,3347.05,0
5410,3346.91,0
5411,3346.74,0
5412,3346.59,0
5413,3346.46,0
5414,3346.41,0
5415,3346.23,0
5416,3346.01,0
5417,3345.79,0
5418,3345.62,0
5419,3345.47,0
5420,3345.23,0
5421,3344.91,0
5422,3344.65,0
5423,3344.4,0
5424,3344.22,0
5425,3343.97,0
5426,3343.69,0
5427,3343.4,0
5428,3343.17,0
5429,3342.91,0
5430,3342.65,0
5431,3342.39,0
5432,3342.19,0
5433,3341.91,0
5434,3341.75,0
5435,3341.53,0
5436,3341.31,0
5437,3341.1,0
5438,3340.89,0
5439,3340.76,0
5440,3340.59,0
5441,3340.48,0
5442,3340.38,0
5443,3340.23,0
5444,3340.15,0
5445,3339.93,0
5446,3339.68,0
5447,3339.41,0
5448,3339.24,0
5449,3339.1,0
5450,3338.86,0
5451,3338.6,0
5452,3338.3,0
5453,3338.05,0
5454,3337.75,0
5455,3337.5,0
5456,3337.34,0
5457,3337.16,0
5458,3336.89,0
5459,3336.67,0
5460,3336.37,0
5461,3336.11,0
5462,3335.82,0
5463,3335.61,0
5464,3335.47,0
5465,3335.33,0
5466,3335.18,0
5467,3334.99,0
5468,3334.72,0
5469,3334.56,0
5470,3334.4,0
5471,3334.18,0
5472,3334.01,0
5473,3333.85,0
5474,3333.65,0
5475,3333.45,0
5476,3333.33,0
5477,3333.15,0
5478,3332.96,0
5479,3332.81,0
5480,3332.61,0
5481,3332.43,0
5482,3332.16,0
5483,3331.95,0
5484,3331.68,0
5485,3331.49,0
5486,3331.26,0
5487,3331.12,0
5488,3330.91,0
5489,3330.68,0
5490,3330.46,0
5491,3330.26,0
5492,3330.05,0
5493,3329.84,0
5494,3329.63,0
5495,3329.43,0
5496,3329.3,0
5497,3329.16,0
5498,3328.94,0
5499,3328.8,0
5500,3328.51,0
5501,3328.45,0
5502,3328.23,0
5503,3327.84,0
5504,3327.68,0
5505,3327.5,0
5506,3327.35,0
5507,3327.19,0
5508,3327.06,0
5509,3326.9,0
5510,3326.73,0
5511,3326.54,0
5512,3326.3,0
5513,3326.08,0
5514,3325.91,0
5515,3325.71,0
5516,3325.5,0
5517,3325.27,0
5518,3325.11,0
5519,3324.82,0
5520,3324.5,0
5521,3324.25,0
5522,3324.05,0
5523,3323.76,0
5524,3323.51,0
5525,3323.32,0
5526,3323.1,0
5527,3322.91,0
5528,3322.7,0
5529,3322.61,0
5530,3322.35,0
5531,3322.06,0
5532,3321.85,0
5533,3321.64,0
5534,3321.45,0
5535,3321.24,0
5536,3321.2,0
5537,3321.06,0
5538,3320.88,0
5539,3320.8,0
5540,3320.63,0
5541,3320.51,0
5542,3320.34,0
5543,3320.14,0
5544,3319.85,0
5545,3319.65,0
5546,3319.39,0
5547,3319.12,0
5548,3318.95,0
5549,3318.72,0
5550,3318.54,0
5551,3318.39,0
5552,3318.16,0
5553,3317.88,0
5554,3317.62,0
5555,3317.34,0
5556,3317.13,0
5557,3316.92,0
5558,3316.69,0
5559,3316.42,0
5560,3316.1,0
5561,3315.95,0
5562,3315.79,0
5563,3315.62,0
5564,3315.37,0
5565,3315.22,0
5566,3315.1,0
5567,3314.88,0
5568,3314.72,0
5569,3314.61,0
5570,3314.51,0
5571,3314.38,0
5572,3314.22,0
5573,3314.01,0
5574,3313.78,0
5575,3313.63,0
5576,3313.49,0
5577,3313.36,0
5578,3313.14,0
5579,3312.95,0
5580,3312.76,0
5581,3312.54,0
5582,3312.32,0
5583,3312.09,0
5584,3311.81,0
5585,3311.54,0
5586,3311.31,0
5587,3311.06,0
5588,3310.84,0
5589,3310.64,0
5590,3310.46,0
5591,3310.2,0
5592,3310.05,0
